date,delay,distance,origin,destination
01121715,-2,325,BUR,OAK
01121715,128,1262,STL,PHX
01121715,3,284,MDW,CMH
01121715,60,714,ELP,LAX
01121715,96,236,LAX,LAS
01121717,35,405,MDW,MCI
01121717,38,325,BUR,OAK
01121717,78,256,PHX,LAS
01121717,88,651,SFO,PHX
01121718,0,762,PDX,LAS
01121718,165,370,PHX,LAX
01121719,14,395,MDW,BNA
01121719,68,386,SJC,LAS
01121720,-2,251,MDW,STL
01121720,125,303,HOU,MSY
01121720,134,843,SAT,PHX
01121720,16,217,IAH,DAL
01121720,2,319,MAF,DAL
01121720,3,377,MHT,BWI
01121720,90,590,LAX,SLC
01121721,80,358,BUR,SMF
01121722,11,181,DAL,OKC
01121722,16,457,DTW,BNA
01121723,42,258,SAN,LAS
01121723,8,313,OKC,MCI
01121724,82,178,MCO,FLL
01121725,-8,255,RDU,BWI
01121725,-9,361,OAK,ONT
01121725,14,405,MCI,MDW
01121725,15,718,MCO,SDF
01121725,182,256,PHX,LAS
01121725,20,671,OAK,SEA
01121725,30,148,AUS,HOU
01121725,34,441,HOU,MAF
01121725,44,368,LAS,SLC
01121725,8,689,SLC,SEA
01121727,136,248,SAT,DAL
01121728,15,345,RNO,LAS
01121728,50,284,CMH,MDW
01121728,60,437,DAL,MSY
01121728,61,687,STL,HOU
01121729,51,636,ELP,SAN
01121729,9,189,AUS,DAL
01121730,-15,682,BWI,BHM
01121730,-2,220,ISP,BWI
01121730,139,1044,PHX,MCI
01121730,29,239,HOU,DAL
01121730,3,239,HOU,DAL
01121730,40,484,JAX,BNA
01121730,74,451,TUS,LAX
01121732,49,677,ABQ,LAX
01121733,62,287,GEG,BOI
01121733,7,471,BNA,MSY
01121734,20,457,BNA,DTW
01121734,7,2106,BWI,LAS
01121735,-4,271,SDF,MDW
01121735,15,283,BWI,BDL
01121735,200,480,SAN,SMF
01121735,28,511,BOI,OAK
01121735,29,248,DAL,SAT
01121735,34,480,SAN,SMF
01121737,112,1912,PHX,BUF
01121737,79,296,SJC,BUR
01121738,-2,283,BDL,BWI
01121738,103,337,LAX,OAK
01121738,40,251,STL,MDW
01121738,77,303,HOU,MSY
01121739,150,337,OAK,LAX
01121739,37,377,BWI,MHT
01121740,-10,842,PVD,MDW
01121740,-3,1599,MSY,SAN
01121740,22,189,DAL,AUS
01121740,25,308,SJC,LAX
01121740,28,239,DAL,HOU
01121740,38,224,GEG,SEA
01121740,46,237,STL,MCI
01121740,55,223,LAS,BUR
01121741,32,237,TUL,DAL
01121741,8,318,FLL,JAX
01121742,120,1262,STL,PHX
01121743,5,842,BWI,TPA
01121744,17,303,MSY,HOU
01121745,-5,587,JAN,MCO
01121745,0,197,FLL,TPA
01121745,0,281,BUF,BWI
01121745,114,507,SLC,PHX
01121745,27,296,STL,LIT
01121745,58,632,RDU,MDW
01121745,9,223,ABQ,ELP
01121745,92,308,LAX,SJC
01121746,19,239,DAL,HOU
01121747,159,256,PHX,LAS
01121747,45,443,BNA,RDU
01121747,64,687,HOU,STL
01121748,145,308,SJC,LAX
01121749,100,337,OAK,LAX
01121750,0,1034,TPA,ISP
01121750,122,935,TUL,PHX
01121750,136,347,PHX,ELP
01121750,180,446,SAN,OAK
01121750,2,192,SAT,HOU
01121750,32,1588,BNA,LAS
01121750,7,328,BWI,PVD
01121751,39,446,SAN,OAK
01121752,180,447,SAN,SFO
01121752,20,303,HOU,MSY
01121752,25,342,SNA,SJC
01121752,38,187,HOU,CRP
01121752,39,321,MSY,BHM
01121752,43,239,HOU,DAL
01121752,45,307,MDW,CLE
01121752,9,787,MCO,BWI
01121753,37,328,BWI,PVD
01121754,12,197,TPA,FLL
01121754,51,192,SAT,HOU
01121754,8,248,SAT,DAL
01121755,-2,237,DAL,TUL
01121755,129,833,OKC,PHX
01121755,48,237,MCI,STL
01121755,50,307,CLE,MDW
01121756,195,308,LAX,SJC
01121759,4,787,BWI,MCO
01121759,89,1210,LAX,SAT
01121800,0,223,BUR,LAS
01121800,12,967,BWI,MCI
01121800,32,229,IND,STL
01121800,50,405,MDW,MCI
01121800,85,296,LIT,STL
01121800,9,443,RDU,BNA
01121800,99,1020,HOU,PHX
01121800,99,351,TUL,STL
01121802,63,192,HOU,SAT
01121802,91,417,SAN,SJC
01121803,19,588,BNA,BWI
01121803,25,407,LAS,OAK
01121804,20,288,BWI,ALB
01121805,110,833,PHX,OKC
01121805,113,197,ONT,LAS
01121805,189,407,LAS,OAK
01121805,21,223,ELP,ABQ
01121805,29,319,DAL,MAF
01121805,4,294,AUS,MAF
01121805,65,495,SDF,BWI
01121805,87,487,STL,CLE
01121806,94,256,LAS,PHX
01121807,1,178,MCO,FLL
01121807,30,367,TUS,SAN
01121807,52,543,OAK,PDX
01121807,59,248,SAT,DAL
01121810,-12,1073,MCO,ALB
01121810,-2,108,PVD,ISP
01121810,0,405,MDW,MCI
01121810,67,337,OAK,LAX
01121810,74,562,DAL,ELP
01121811,3,229,DTW,MDW
01121812,129,1009,PDX,PHX
01121813,111,180,OAK,RNO
01121813,39,904,MCI,RDU
01121813,40,417,SJC,SAN
01121814,-3,148,AUS,HOU
01121814,68,677,ELP,HOU
01121815,-1,1076,LAS,TUL
01121815,148,872,PHX,AUS
01121815,177,373,SMF,LAX
01121815,20,410,CMH,STL
01121815,34,515,BWI,IND
01121815,4,688,IND,JAX
01121815,49,491,MCI,BNA
01121815,6,324,AMA,DAL
01121815,69,934,STL,ABQ
01121817,22,237,STL,MCI
01121817,232,256,LAS,PHX
01121818,40,1235,LAS,HOU
01121818,48,295,LBB,ELP
01121818,68,342,STL,OMA
01121818,94,197,LAS,ONT
01121819,17,239,DAL,HOU
01121819,73,651,PHX,SFO
01121820,109,239,DAL,HOU
01121820,143,304,SAN,PHX
01121820,17,612,TPA,BNA
01121820,35,389,ONT,SMF
01121820,6,377,BWI,MHT
01121820,80,423,OMA,MDW
01121821,174,369,BUR,PHX
01121821,26,765,MDW,ISP
01121823,112,296,DAL,LIT
01121823,29,928,AUS,TPA
01121824,115,337,LAX,OAK
01121825,123,1044,MCI,PHX
01121825,20,588,SLC,OAK
01121825,265,325,ONT,PHX
01121825,45,386,LAS,SJC
01121825,5,405,MCI,MDW
01121825,75,480,SMF,SAN
01121827,0,777,BDL,MDW
01121827,145,407,OAK,LAS
01121827,200,291,SLC,BOI
01121827,42,671,SEA,OAK
01121828,18,446,OAK,SAN
01121828,22,189,DAL,AUS
01121830,-12,838,MHT,MDW
01121830,-8,254,SDF,STL
01121830,0,220,ISP,BWI
01121830,107,325,ONT,PHX
01121830,12,1751,BNA,SAN
01121830,16,162,MDW,IND
01121830,178,370,LAX,PHX
01121830,20,1959,BNA,OAK
01121830,20,321,MSY,BHM
01121830,50,308,SJC,LAX
01121832,10,1235,HOU,LAS
01121832,13,181,OKC,DAL
01121832,42,1099,OMA,LAS
01121832,71,842,MDW,PVD
01121832,74,277,ABQ,AMA
01121833,19,314,CLE,BWI
01121834,97,937,MDW,HOU
01121835,-13,1073,PVD,MCO
01121835,1,670,BNA,HOU
01121835,116,321,MSY,BHM
01121835,117,1020,PHX,HOU
01121835,2,759,ABQ,HOU
01121835,210,487,ABQ,LAS
01121835,30,293,LBB,DAL
01121835,30,321,ABQ,TUS
01121835,41,358,SMF,BUR
01121835,85,1099,LAS,OMA
01121835,85,2277,PHX,PVD
01121836,82,373,LAX,SMF
01121837,183,289,ABQ,LBB
01121837,184,256,LAS,PHX
01121837,88,256,LAS,PHX
01121838,100,370,LAX,PHX
01121838,176,621,SJC,PHX
01121840,-4,448,CLE,BNA
01121840,155,304,PHX,SAN
01121840,20,189,AUS,DAL
01121840,24,371,SNA,OAK
01121840,35,484,BNA,JAX
01121840,75,256,PHX,LAS
01121840,75,365,BHM,JAX
01121840,9,842,TPA,BWI
01121842,109,756,AUS,BNA
01121844,22,248,DAL,SAT
01121844,7,670,HOU,BNA
01121845,-2,1140,LAS,MCI
01121845,0,180,OAK,RNO
01121845,0,480,SMF,SAN
01121845,22,437,MSY,DAL
01121845,48,236,LAX,LAS
01121846,17,972,SAT,TPA
01121846,9,395,MDW,BNA
01121848,72,304,SAN,PHX
01121849,14,217,DAL,IAH
01121850,-8,852,BNA,BDL
01121850,0,907,BNA,PVD
01121850,10,666,HOU,MCI
01121850,187,447,SFO,SAN
01121850,28,293,DAL,LBB
01121850,48,271,MDW,SDF
01121850,52,367,SAN,TUS
01121850,57,251,STL,MDW
01121850,62,229,MDW,DTW
01121850,85,178,FLL,MCO
01121851,86,935,PHX,TUL
01121852,10,405,MCI,MDW
01121852,60,325,BUR,OAK
01121853,20,1442,MCI,SMF
01121853,56,673,MSY,FLL
01121854,67,444,RNO,PDX
01121854,82,368,SLC,LAS
01121855,-4,255,BWI,RDU
01121855,0,256,LAS,PHX
01121855,13,328,BWI,PVD
01121855,170,564,SEA,RNO
01121855,32,187,CRP,HOU
01121855,38,371,OAK,SNA
01121855,45,308,LAX,SJC
01121855,50,447,SFO,SAN
01121855,53,447,SAN,SFO
01121855,6,248,DAL,SAT
01121855,65,328,PVD,BWI
01121855,70,446,SAN,OAK
01121855,90,296,BUR,SJC
01121856,33,233,SAT,HRL
01121856,84,370,LAX,PHX
01121858,-16,1481,MCI,PDX
01121858,10,687,STL,HOU
01121858,102,359,HOU,JAN
01121858,72,487,MSY,TPA
01121858,73,647,SMF,PHX
01121859,43,1448,BNA,PHX
01121900,0,325,ONT,PHX
01121900,100,1156,SLC,STL
01121900,12,283,BWI,BDL
01121900,137,390,LAX,RNO
01121900,222,479,SMF,PDX
01121900,23,689,SEA,SLC
01121900,26,197,ONT,LAS
01121900,29,1999,BWI,PHX
01121900,29,296,DAL,LIT
01121900,47,325,OAK,BUR
01121900,5,192,HOU,SAT
01121900,58,239,HOU,DAL
01121900,8,616,BNA,MCO
01121902,62,303,MSY,HOU
01121903,55,192,HOU,SAT
01121905,-3,829,TPA,CMH
01121905,13,663,JAX,BWI
01121905,154,580,DAL,ABQ
01121905,155,1999,PHX,BWI
01121905,18,187,HOU,CRP
01121905,21,324,DAL,AMA
01121905,33,632,MDW,RDU
01121905,87,872,AUS,PHX
01121906,63,337,LAX,OAK
01121907,95,337,OAK,LAX
01121908,44,460,BHM,TPA
01121909,77,507,PHX,SLC
01121910,-9,998,BWI,MSY
01121910,49,570,BHM,MDW
01121910,75,397,LAS,SMF
01121912,115,550,MSY,MCO
01121912,12,239,HOU,DAL
01121912,206,325,PHX,ONT
01121912,49,1140,MCI,LAS
01121913,117,192,SAT,HOU
01121914,10,471,MSY,BNA
01121914,41,239,HOU,DAL
01121915,-10,803,ISP,BNA
01121915,123,570,HOU,BHM
01121915,13,239,DAL,HOU
01121915,172,1448,PHX,BNA
01121915,18,491,BNA,MCI
01121915,21,283,BDL,BWI
01121915,30,671,SEA,OAK
01121915,33,611,MDW,BWI
01121915,4,307,MDW,CLE
01121915,9,162,IND,MDW
01121916,37,236,LAX,LAS
01121917,75,256,LAS,PHX
01121918,-3,236,LAS,LAX
01121918,130,295,ELP,LBB
01121918,17,677,ABQ,LAX
01121918,73,562,ELP,DAL
01121918,9,1072,MCI,MCO
01121920,0,237,TUL,DAL
01121920,12,296,LIT,STL
01121920,15,178,FLL,MCO
01121920,23,1262,STL,PHX
01121920,42,569,PDX,SJC
01121920,47,1363,LAX,MCI
01121920,6,303,MSY,HOU
01121921,43,1069,LAS,SAT
01121922,161,256,PHX,LAS
01121922,93,180,RNO,OAK
01121922,97,296,SJC,BUR
01121923,206,1618,BHM,LAS
01121923,26,377,MHT,BWI
01121923,4,1236,MCI,MHT
01121923,50,239,DAL,HOU
01121923,53,237,DAL,TUL
01121924,18,1156,STL,SLC
01121924,23,441,MAF,HOU
01121925,-13,687,HOU,STL
01121925,4,294,MAF,AUS
01121925,40,237,STL,MCI
01121925,68,181,DAL,OKC
01121925,75,1848,PHX,MCO
01121927,-13,1246,BWI,HOU
01121929,13,611,BWI,MDW
01121929,132,291,BOI,SLC
01121930,-10,256,LAS,PHX
01121930,-3,405,MDW,MCI
01121930,11,570,HOU,BHM
01121930,130,345,LAS,RNO
01121930,20,361,OAK,ONT
01121930,4,197,FLL,TPA
01121930,75,197,LAS,ONT
01121930,85,1037,OMA,PHX
01121931,29,342,SJC,SNA
01121932,13,328,PVD,BWI
01121933,101,714,LAX,ELP
01121933,146,325,PHX,ONT
01121933,15,258,LAS,SAN
01121933,29,328,PVD,BWI
01121933,32,440,DTW,STL
01121935,104,276,HOU,HRL
01121935,62,254,STL,SDF
01121935,83,148,HOU,AUS
01121935,95,337,OAK,LAX
01121937,23,189,AUS,DAL
01121939,152,308,LAX,SJC
01121939,16,276,HOU,HRL
01121940,13,323,BHM,SDF
01121940,160,337,LAX,OAK
01121940,165,328,PHX,ABQ
01121940,195,389,SMF,ONT
01121941,20,1501,LAS,MSY
01121941,89,251,STL,MDW
01121942,115,1136,LIT,PHX
01121942,12,395,BNA,MDW
01121942,19,288,ALB,BWI
01121942,77,451,TUS,LAX
01121943,106,177,BHM,BNA
01121943,109,440,STL,DTW
01121943,14,248,DAL,SAT
01121943,223,251,MDW,STL
01121943,44,373,SMF,LAX
01121944,106,646,PHX,OAK
01121944,183,325,OAK,BUR
01121945,-1,284,CMH,MDW
01121945,-2,1166,FLL,MDW
01121945,128,697,SEA,SJC
01121945,138,1497,ABQ,TPA
01121945,210,308,SJC,LAX
01121945,29,237,MCI,STL
01121945,50,223,MCI,TUL
01121945,58,997,MDW,TPA
01121947,99,333,ONT,SJC
01121948,10,177,BNA,BHM
01121948,120,347,ELP,PHX
01121948,26,580,DAL,ABQ
01121950,-2,180,RNO,OAK
01121950,0,1363,MCI,LAX
01121950,14,793,BNA,FLL
01121950,17,373,LAX,SMF
01121950,37,687,HOU,STL
01121951,217,397,LAS,SMF
01121952,100,1162,AUS,RDU
01121952,178,370,PHX,LAX
01121952,20,281,BWI,BUF
01121952,60,651,SFO,PHX
01121952,65,451,LAX,TUS
01121954,222,361,ONT,OAK
01121955,-7,108,ISP,PVD
01121955,10,605,SEA,SMF
01121955,167,520,LAS,BOI
01121955,185,628,SAN,ABQ
01121955,20,377,BWI,MHT
01121957,66,335,BOI,RNO
01121958,64,342,OMA,STL
01121959,26,371,OAK,SNA
01121959,41,251,STL,MDW
01122000,118,1521,LAS,MDW
01122000,183,446,OAK,SAN
01122000,35,189,DAL,AUS
01122000,48,358,BUR,SMF
01122000,65,314,BWI,CLE
01122000,88,1020,HOU,PHX
01122001,103,925,FLL,BWI
01122002,-4,377,MHT,BWI
01122002,70,303,HOU,MSY
01122002,91,337,OAK,LAX
01122003,155,304,PHX,SAN
01122003,183,447,SFO,SAN
01122003,33,437,DAL,MSY
01122005,1,405,MDW,MCI
01122005,222,344,BOI,PDX
01122005,38,389,SMF,ONT
01122005,40,304,SAN,PHX
01122005,5,192,SAT,HOU
01122005,55,271,SDF,MDW
01122005,6,407,LAS,OAK
01122006,12,423,MDW,OMA
01122006,45,368,SLC,LAS
01122006,90,480,SAN,SMF
01122007,132,370,PHX,LAX
01122007,14,217,IAH,DAL
01122008,27,276,HRL,HOU
01122008,36,588,SLC,OAK
01122008,45,444,PDX,RNO
01122008,90,220,BWI,ISP
01122008,93,550,MCO,MSY
01122010,10,229,MDW,DTW
01122010,155,296,LIT,DAL
01122010,27,248,SAT,DAL
01122010,3,180,JAX,TPA
01122010,33,365,TUS,LAS
01122010,36,239,HOU,DAL
01122010,38,1090,LAS,AUS
01122010,4,495,BWI,SDF
01122010,51,1814,IND,LAX
01122011,95,417,SJC,SAN
01122012,55,337,OAK,LAX
01122013,51,236,LAX,LAS
01122014,48,612,BNA,TPA
01122014,7,1489,MCI,OAK
01122015,-1,187,CRP,HOU
01122015,123,369,PHX,BUR
01122015,161,361,ONT,OAK
01122015,49,223,BUR,LAS
01122015,55,496,SAT,ELP
01122015,59,319,DAL,MAF
01122015,6,1069,SAT,LAS
01122015,83,843,SAT,PHX
01122017,49,386,SJC,LAS
01122018,108,256,PHX,LAS
01122019,39,296,LIT,DAL
01122020,-5,443,RDU,BNA
01122020,-6,395,MDW,BNA
01122020,39,351,STL,TUL
01122020,43,293,LBB,DAL
01122020,6,197,TPA,FLL
01122021,13,324,AMA,DAL
01122021,28,458,DAL,HRL
01122021,50,838,MDW,MHT
01122022,100,347,ELP,PHX
01122022,106,888,JAN,BWI
01122024,11,328,BWI,PVD
01122024,40,296,SJC,BUR
01122024,86,358,SMF,BUR
01122025,0,611,MDW,BWI
01122025,115,304,PHX,SAN
01122025,18,822,BNA,SAT
01122025,45,258,SAN,LAS
01122025,90,422,SLC,RNO
01122028,0,162,MDW,IND
01122028,47,314,CLE,BWI
01122028,91,296,SJC,BUR
01122029,3,178,MCO,FLL
01122030,-5,588,BWI,BNA
01122030,-8,328,PVD,BWI
01122030,0,304,SAN,PHX
01122030,0,838,IND,TPA
01122030,148,256,PHX,LAS
01122030,73,181,OKC,DAL
01122030,9,293,DAL,LBB
01122030,90,251,MDW,STL
01122030,90,487,ABQ,LAS
01122032,23,283,BDL,BWI
01122032,48,935,TUL,PHX
01122033,40,342,SNA,SJC
01122033,85,889,OAK,ABQ
01122034,68,419,HOU,OKC
01122035,105,229,STL,IND
01122035,15,616,MCO,BNA
01122035,31,587,RDU,TPA
01122035,47,588,BWI,BNA
01122035,65,446,OAK,SAN
01122035,68,390,RNO,LAX
01122035,73,389,ONT,SMF
01122035,85,370,LAX,PHX
01122039,135,335,RNO,BOI
01122039,36,239,DAL,HOU
01122040,-1,276,HRL,HOU
01122040,-5,148,AUS,HOU
01122040,-5,590,LAX,SLC
01122040,0,395,BNA,MDW
01122040,4,437,DAL,MSY
01122040,40,397,LAS,SMF
01122040,7,677,HOU,ELP
01122040,85,148,AUS,HOU
01122041,10,239,HOU,DAL
01122043,23,446,OAK,SAN
01122043,40,236,LAS,LAX
01122044,36,345,LAS,RNO
01122045,14,842,TPA,BWI
01122045,181,328,ABQ,PHX
01122045,2,550,MCO,MSY
01122045,215,543,PDX,OAK
01122045,45,453,TUL,HOU
01122045,53,303,HOU,MSY
01122045,69,543,PDX,OAK
01122046,103,448,BNA,CLE
01122046,19,181,DAL,OKC
01122047,105,296,BUR,SJC
01122047,209,1262,PHX,STL
01122048,23,866,LAS,SEA
01122048,75,628,ABQ,SAN
01122048,83,308,LAX,SJC
01122049,100,233,HRL,SAT
01122050,-8,612,BNA,TPA
01122050,200,258,SAN,LAS
01122050,21,220,BWI,ISP
01122050,43,368,LAS,SLC
01122050,52,446,SAN,OAK
01122050,70,361,OAK,ONT
01122052,129,590,SLC,LAX
01122052,163,417,SAN,SJC
01122052,24,580,ABQ,DAL
01122052,30,938,BNA,MHT
01122052,55,337,OAK,LAX
01122053,213,325,PHX,ONT
01122053,85,1234,MCI,PVD
01122054,18,373,SMF,LAX
01122054,18,410,STL,CMH
01122054,183,677,LAX,ABQ
01122055,-10,251,STL,MDW
01122055,12,405,MCI,MDW
01122055,173,601,RNO,PHX
01122055,238,236,LAX,LAS
01122055,39,283,BWI,BDL
01122057,44,447,SFO,SAN
01122058,28,337,LAX,OAK
01122059,11,248,SAT,DAL
01122059,52,714,ELP,LAX
01122100,-6,108,PVD,ISP
01122100,108,443,BNA,RDU
01122100,125,347,PHX,ELP
01122100,147,370,PHX,LAX
01122100,158,328,PHX,ABQ
01122100,17,321,BHM,MSY
01122100,20,361,ONT,OAK
01122100,55,1044,MCI,PHX
01122101,116,223,LAS,BUR
01122101,186,347,PHX,ELP
01122102,124,682,BHM,BWI
01122102,22,787,BWI,MCO
01122102,54,365,LAS,TUS
01122102,67,546,SLC,GEG
01122102,77,358,SMF,BUR
01122102,81,967,MCI,BWI
01122103,10,663,BWI,JAX
01122103,7,281,BUF,BWI
01122104,91,651,PHX,SFO
01122105,115,370,PHX,LAX
01122105,185,325,ONT,PHX
01122105,282,647,PHX,SMF
01122105,30,303,HOU,MSY
01122105,36,342,SNA,SJC
01122105,70,487,CLE,STL
01122107,128,325,BUR,OAK
01122107,144,1506,PHX,SDF
01122107,177,369,BUR,PHX
01122108,-7,842,BWI,TPA
01122108,14,377,BWI,MHT
01122110,0,666,MCI,HOU
01122110,100,370,LAX,PHX
01122110,130,337,LAX,OAK
01122110,201,325,PHX,ONT
01122110,42,718,SDF,MCO
01122110,79,777,MDW,BDL
01122111,37,307,MDW,CLE
01122112,36,189,AUS,DAL
01122113,159,345,LAS,RNO
01122114,65,321,MSY,BHM
01122115,-2,328,BWI,PVD
01122115,155,889,ABQ,OAK
01122115,162,308,SJC,LAX
01122115,29,417,SAN,SJC
01122115,43,284,MDW,CMH
01122115,85,407,OAK,LAS
01122117,30,588,OAK,SLC
01122118,110,444,RNO,PDX
01122118,6,148,HOU,AUS
01122119,65,220,ISP,BWI
01122119,80,318,JAX,FLL
01122120,117,180,OAK,RNO
01122120,121,293,LBB,DAL
01122120,35,318,JAX,FLL
01122120,5,303,MSY,HOU
01122120,7,361,OAK,ONT
01122120,83,697,SJC,SEA
01122121,168,543,OAK,PDX
01122122,255,279,PDX,GEG
01122122,27,239,HOU,DAL
01122122,75,937,HOU,MDW
01122123,120,271,MDW,SDF
01122123,139,405,MCI,MDW
01122123,22,303,HOU,MSY
01122123,90,437,MSY,DAL
01122125,10,487,TPA,MSY
01122125,120,417,SAN,SJC
01122125,130,345,RNO,LAS
01122125,48,417,SJC,SAN
01122125,85,229,DTW,MDW
01122127,148,321,BHM,MSY
01122127,5,1140,MCI,LAS
01122129,39,677,LAX,ABQ
01122130,0,314,CLE,BWI
01122130,10,197,FLL,TPA
01122130,107,347,PHX,ELP
01122130,20,256,PHX,LAS
01122130,40,324,DAL,AMA
01122130,46,288,BWI,ALB
01122130,5,239,HOU,DAL
01122130,92,1140,LAS,MCI
01122131,44,296,DAL,LIT
01122132,47,365,TUS,LAS
01122132,52,880,STL,MCO
01122132,8,236,LAS,LAX
01122133,21,550,MSY,MCO
01122133,40,217,DAL,IAH
01122134,195,370,LAX,PHX
01122134,47,1262,PHX,STL
01122135,-5,284,CMH,MDW
01122135,157,562,DAL,ELP
01122135,215,880,STL,MCO
01122135,33,325,BUR,OAK
01122135,40,345,RNO,LAS
01122135,42,337,OAK,LAX
01122135,42,389,ONT,SMF
01122135,51,756,BNA,AUS
01122135,55,256,LAS,PHX
01122135,68,843,PHX,SAT
01122135,92,1020,PHX,HOU
01122136,14,373,SMF,LAX
01122137,65,239,DAL,HOU
01122137,68,180,TPA,JAX
01122138,42,670,HOU,BNA
01122139,66,386,LAS,SJC
01122140,121,993,AUS,MCO
01122140,130,256,PHX,LAS
01122140,15,239,DAL,HOU
01122140,19,487,STL,CLE
01122140,20,304,PHX,SAN
01122140,31,325,PHX,ONT
01122140,70,307,CLE,MDW
01122140,77,1262,STL,PHX
01122140,80,714,LAX,ELP
01122141,143,277,AMA,ABQ
01122141,220,479,SMF,PDX
01122141,40,371,SNA,OAK
01122142,43,239,DAL,HOU
01122143,2,314,BWI,CLE
01122144,100,1444,PHX,MDW
01122145,-8,687,HOU,STL
01122145,180,304,SAN,PHX
01122145,58,462,STL,OKC
01122145,75,296,STL,LIT
01122145,8,303,MSY,HOU
01122145,84,223,BUR,LAS
01122145,85,248,SAT,DAL
01122146,214,289,LBB,ABQ
01122147,32,187,HOU,CRP
01122147,38,197,TPA,FLL
01122147,93,325,BUR,OAK
01122148,225,407,OAK,LAS
01122149,40,192,HOU,SAT
01122150,-3,254,SDF,STL
01122150,10,220,BWI,ISP
01122150,10,395,BNA,MDW
01122150,14,255,BWI,RDU
01122150,15,462,OKC,STL
01122150,185,258,SAN,LAS
01122150,202,361,ONT,OAK
01122150,21,407,OAK,LAS
01122150,283,718,ABQ,MCI
01122150,42,370,LAX,PHX
01122150,49,237,DAL,TUL
01122150,63,495,SDF,BWI
01122151,100,417,SAN,SJC
01122151,106,621,PHX,SJC
01122152,184,872,PHX,AUS
01122153,10,291,SLC,BOI
01122153,106,256,LAS,PHX
01122155,-12,670,BNA,HOU
01122155,192,223,ABQ,ELP
01122155,205,407,LAS,OAK
01122156,64,224,GEG,SEA
01122157,47,487,MSY,TPA
01122158,5,397,SMF,LAS
01122158,8,271,SDF,MDW
01122200,-3,239,HOU,DAL
01122200,165,325,OAK,BUR
01122200,53,223,LAS,BUR
01122200,55,251,MDW,STL
01122200,59,318,FLL,JAX
01122202,103,880,MCO,STL
01122203,120,515,IND,BWI
01122203,13,507,SLC,PHX
01122205,42,258,LAS,SAN
01122205,60,304,SAN,PHX
01122205,65,389,SMF,ONT
01122205,80,251,MDW,STL
01122205,97,397,SMF,LAS
01122206,141,328,ABQ,PHX
01122206,71,351,TUL,STL
01122207,18,480,SAN,SMF
01122208,38,611,BWI,MDW
01122208,42,368,LAS,SLC
01122208,80,480,SAN,SMF
01122209,61,325,ONT,PHX
01122210,116,308,LAX,SJC
01122210,120,258,LAS,SAN
01122210,130,333,SJC,ONT
01122210,50,308,SJC,LAX
01122210,66,337,LAX,OAK
01122210,85,248,DAL,SAT
01122212,104,359,HOU,JAN
01122212,129,337,LAX,OAK
01122212,44,373,LAX,SMF
01122213,214,1591,LAS,IND
01122213,64,451,MCI,IND
01122213,68,480,SMF,SAN
01122215,120,358,BUR,SMF
01122215,220,328,ABQ,PHX
01122215,8,528,AUS,ELP
01122216,62,369,BUR,PHX
01122217,80,313,OKC,MCI
01122219,118,325,PHX,ONT
01122219,32,313,MCI,OKC
01122220,148,236,LAX,LAS
01122220,42,293,DAL,LBB
01122221,110,333,SJC,ONT
01122222,120,188,RNO,SJC
01122225,105,569,SJC,PDX
01122225,116,370,PHX,LAX
01122225,198,487,LAS,ABQ
01122225,28,337,LAX,OAK
01122225,40,495,BWI,SDF
01122225,53,447,SAN,SFO
01122225,59,337,LAX,OAK
01122229,35,258,SAN,LAS
01122230,189,528,ELP,AUS
01122230,77,651,SFO,PHX
01122231,122,189,DAL,AUS
01122234,113,256,PHX,LAS
01122235,107,601,PHX,RNO
01122235,125,223,LAS,BUR
01122235,156,308,SJC,LAX
01122235,157,487,ABQ,LAS
01122235,182,647,PHX,SMF
01122235,207,337,OAK,LAX
01122235,66,192,SAT,HOU
01122235,95,229,DTW,MDW
01122236,103,246,ELP,MAF
01122236,108,304,PHX,SAN
01122238,113,646,OAK,PHX
01122238,34,325,PHX,ONT
01122238,55,236,LAX,LAS
01122238,59,369,PHX,BUR
01122242,136,303,MSY,HOU
01122243,80,189,DAL,AUS
01122244,91,319,DAL,MAF
01122245,160,370,LAX,PHX
01122245,165,718,ABQ,MCI
01122245,265,279,GEG,PDX
01122245,58,276,HOU,HRL
01122245,73,337,OAK,LAX
01122245,88,405,MDW,MCI
01122246,111,333,ONT,SJC
01122248,19,303,HOU,MSY
01122250,113,229,IND,STL
01122250,133,671,OAK,SEA
01122250,273,605,SMF,SEA
01122250,55,328,PHX,ABQ
01122251,82,737,STL,BWI
01122252,100,677,ELP,HOU
01122253,66,646,PHX,OAK
01122255,150,564,RNO,SEA
01122255,36,236,LAS,LAX
01122255,84,281,BWI,BUF
01122258,161,399,BOI,SEA
01122300,130,188,SJC,RNO
01122300,150,337,OAK,LAX
01122301,113,308,LAX,SJC
01122302,100,487,LAS,ABQ
01122303,125,345,LAS,RNO
01122303,88,588,BNA,BWI
01122305,131,229,MDW,DTW
01122305,180,496,ELP,SAT
01122307,103,687,STL,HOU
01122309,109,446,SAN,OAK
01122310,151,287,BOI,GEG
01122310,155,296,BUR,SJC
01122310,172,453,HOU,TUL
01122310,7,251,STL,MDW
01122310,96,386,SJC,LAS
01122310,99,229,STL,IND
01122313,124,630,SLC,PDX
01122315,45,389,SMF,ONT
01122315,52,197,TPA,FLL
01122317,196,487,LAS,ABQ
01122319,162,562,ELP,DAL
01122319,98,256,PHX,LAS
01122321,62,251,STL,MDW
